id,brand,name,image_url,link_url,ingredients,created_at,updated_at
2153,redford naturals,Grain Free Cuts in Gravy Kitten Chicken Recipe,https://catfooddb.com//img/products/redford naturals\/Grain_Free_Cuts_in_Gravy_Kitten_Chicken_Recipe_wet.png,"","Chicken, Chicken Broth, Water Sufficient For Processing, Chicken Liver, Dried Egg White, Potato Starch, Dried Egg Product, Natural Flavor, Guar Gum, Cranberries, Ground Flaxseed, Salt, Sodium Phosphate, Menhaden Fish Oil (preserved with Mixed Tocopherols), Potassium Chloride, Sunflower Oil, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Choline Chloride, Calcium Carbonate, Taurine, Inulin, Minerals (Ferrous Sulfate, Zinc Oxide, Copper Proteinate, Potassium Iodide, Manganese Sulfate, Sodium Selenite), DL-Methionine, Magnesium Sulfate.",2024-05-01 19:06:08.814865,
2154,redford naturals,Grain Free Pâté Chicken Recipe Kitten Food,https://catfooddb.com//img/products/redford naturals\/Grain_Free_P__t___Chicken_Recipe_Kitten_Food_wet.png,"","Chicken, Chicken Liver, Chicken Broth, Flaxseed, Fish Oil (preserved with Mixed Tocopherols), Cranberries, Potassium Chloride, Cassia Gum, Xanthan Gum, Salt, Choline Chloride, Taurine, Inulin, Sunflower Oil, Magnesium Sulfate, Ferrous Sulfate, Vitamin E Supplement, Zinc Oxide, Thiamine Mononitrate, Copper Proteinate, Sodium Selenite, Niacin Supplement, Manganese Sulfate, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid.",2024-05-01 19:06:09.012683,
2155,redford naturals,Grain Free Kitten Chicken Recipe,https://catfooddb.com//img/products/redford naturals\/Grain_Free_Kitten_Chicken_Recipe_wet.png,"","Chicken, Chicken Broth, Carrots, Peas, Chicken Liver, Chicken Meal, Guar Gum, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Natural Smoke Flavor, Choline Chloride, Minerals (Zinc Sulfate, Zinc Proteinate, Ferrous Sulfate, Iron Proteinate, Manganese Sulfate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Sodium Selenite, Potassium Iodide, Cobalt Proteinate), Carrageenan, Salt, Yucca Schidigera Extract.",2024-05-01 19:06:09.338303,
2156,redford naturals,Grain Free Pâté Seafood Medley Recipe,https://catfooddb.com//img/products/redford naturals\/Grain_Free_P__t___Seafood_Medley_Recipe_wet.png,"","Salmon, Whitefish, Chicken Liver, Salmon Broth, Flaxseed, Cranberries, Sunflower Oil, Potassium Chloride, Cassia Gum, Xanthan Gum, Choline Chloride, Taurine, Inulin, Salt, Thiamine Mononitrate, Ferrous Sulfate, Vitamin E Supplement, Zinc Oxide, Copper Proteinate, Sodium Selenite, Niacin Supplement, Manganese Sulfate, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid.",2024-05-01 19:06:09.549407,
2157,redford naturals,Grain Free Cuts in Gravy Seafood Medley Recipe,https://catfooddb.com//img/products/redford naturals\/Grain_Free_Cuts_in_Gravy_Seafood_Medley_Recipe_wet.png,"","Salmon, Salmon Broth, Water Sufficient for Processing, Chicken Liver, Dried Egg White, Whitefish, Potato Starch, Chicken, Natural Flavor, Sunflower Oil, Guar Gum, Salt, Cranberries, Sodium Phosphate, Calcium Carbonate, Ground Flaxseed, Potassium Chloride, Choline Chloride, Taurine, DL-Methionine, Inulin, Zinc Amino Acid Chelate, Vitamin E Supplement, Iron Amino Acid Chelate, Thiamine Mononitrate, L-Ascorbyl-2-Polyphosphate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Niacin Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid.",2024-05-01 19:06:09.761231,
2158,redford naturals,Grain Free Chunks in Gravy Turkey & Chicken Recipe Pouches,https://catfooddb.com//img/products/redford naturals\/Grain_Free_Chunks_in_Gravy_Turkey___Chicken_Recipe_Pouches_wet.png,"","Turkey Broth, Turkey, Chicken, Chicken Liver, Dried Egg Product, Peas, Carrots, Potato Starch, Natural Flavor, Guar Gum, Sodium Phosphate, Salt, Potassium Chloride, Flaxseed, Blueberries, Cranberries, Choline Chloride, Sodium Carbonate, Taurine, Inulin, Sunflower Oil, Fish Oil (preserved with Mixed Tocopherols), DL- Methionine, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Calcium Carbonate, Vitamin E Supplement, Thiamine Mononitrate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Niacin Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid.",2024-05-01 19:06:09.996718,
2159,redford naturals,Grain Free Chunks in Gravy Tuna Recipe Pouches,https://catfooddb.com//img/products/redford naturals\/Grain_Free_Chunks_in_Gravy_Tuna_Recipe_Pouches_wet.png,"","Tuna, Fish Broth, Water Sufficient For Processing, Chicken Liver, Dried Tomatoes, Dried Egg Whites, Carrots, Potato Starch, Spinach, Sunflower Oil, Dried Egg Product, Guar Gum, Natural Flavor, Tricalcium Phosphate, Sodium Phosphate, Salt, Calcium Carbonate, Potassium Chloride, Flaxseed, Blueberries, Cranberries, Choline Chloride, Sodium Carbonate, Taurine, Inulin, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Thiamine Mononitrate, Vitamin E Supplement, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Niacin Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid.",2024-05-01 19:06:10.386118,
2160,redford naturals,Grain Free Chunks in Gravy Chicken Recipe Pouches,https://catfooddb.com//img/products/redford naturals\/Grain_Free_Chunks_in_Gravy_Chicken_Recipe_Pouches_wet.png,"","Chicken, Chicken Broth, Water Sufficient For Processing, Chicken Liver, Dried Egg Whites, Carrots, Potato Starch, Spinach, Dried Egg Product, Guar Gum, Natural Flavor, Sodium Phosphate, Salt, Potassium Chloride, Flaxseed, Blueberries, Cranberries, Sunflower Oil, Choline Chloride, Sodium Carbonate, Taurine, Inulin, Fish Oil (preserved with Mixed Tocopherols), DL-Methionine, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Vitamin E Supplement, Thiamine Mononitrate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Niacin Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid.",2024-05-01 19:06:10.909747,
2161,redford naturals,Grain Free Chunks in Gravy Chicken & Beef Recipe Pouches,https://catfooddb.com//img/products/redford naturals\/Grain_Free_Chunks_in_Gravy_Chicken___Beef_Recipe_Pouches_wet.png,"","Beef Broth, Chicken, Beef, Chicken Liver, Carrots, Dried Egg Whites, Potato Starch, Dried Egg Product, Natural Flavor, Guar Gum, Sodium Phosphate, Salt, Potassium Chloride, Sunflower Oil, Flaxseed, Blueberries, Cranberries, Choline Chloride, Sodium Carbonate, Taurine, Inulin, Fish Oil (preserved with Mixed Tocopherols), DL-Methionine, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Calcium Carbonate, Vitamin E Supplement, Magnesium Sulfate, Thiamine Mononitrate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Niacin Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid.",2024-05-01 19:06:11.434914,
2162,redford naturals,Chicken Recipe,https://catfooddb.com//img/products/redford naturals\/Chicken_Recipe_wet.png,"","Chicken, Chicken Broth, Turkey Liver, Brown Rice, Chicken Meal, Guar Gum, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Natural Smoke Flavor, Choline Chloride, Minerals (Zinc Sulfate, Zinc Proteinate, Ferrous Sulfate, Iron Proteinate, Manganese Sulfate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Sodium Selenite, Potassium Iodide, Cobalt Proteinate), Carrageenan, Salt, Yucca Schidigera Extract.",2024-05-01 19:06:11.729781,
2163,redford naturals,Grain Free Cuts in Gravy Tuna Recipe,https://catfooddb.com//img/products/redford naturals\/Grain_Free_Cuts_in_Gravy_Tuna_Recipe_wet.png,"","Tuna, Fish Broth, Water Sufficient For Processing, Chicken Liver, Chicken, Dried Egg Product, Potato Starch, Natural Flavor, Guar Gum, Sunflower Oil, Cranberries, Ground Flaxseed, Salt, Sodium Phosphate, Calcium Carbonate, Potassium Chloride, Vitamins (Thiamine Mononitrate, Vitamin E Supplement, Niacin Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Taurine, Minerals (Ferrous Sulfate, Zinc Oxide, Copper Proteinate, Potassium Iodide, Manganese Sulfate, Sodium Selenite), Choline Chloride, Inulin.",2024-05-01 19:06:12.052452,
2164,redford naturals,Grain Free Chicken & Turkey Recipe,https://catfooddb.com//img/products/redford naturals\/Grain_Free_Chicken___Turkey_Recipe_wet.png,"","Chicken, Chicken Broth, Carrots, Turkey, Peas, Chicken Liver, Chicken Meal, Guar Gum, Choline Chloride, Natural Smoke Flavor, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Sulfate, Zinc Proteinate, Ferrous Sulfate, Iron Proteinate, Manganese Sulfate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Sodium Selenite, Potassium Iodide, Cobalt Proteinate), Salt, Carrageenan,Taurine, Yucca Schidigera Extract.",2024-05-01 19:06:12.488368,
2165,redford naturals,Sensitive Stomach Recipe,https://catfooddb.com//img/products/redford naturals\/Sensitive_Stomach_Recipe_wet.png,"","Chicken, Chicken Broth, Chicken Liver, Brown Rice, Chicken Meal, Guar Gum, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Sulfate, Zinc Proteinate, Ferrous Sulfate, Iron Proteinate, Manganese Sulfate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Sodium Selenite, Potassium Iodide, Cobalt Proteinate), Choline Chloride, Potassium Chloride, Taurine, Yucca Schidigera Extract.",2024-05-01 19:06:12.880163,
2166,redford naturals,Senior Recipe,https://catfooddb.com//img/products/redford naturals\/Senior_Recipe_wet.png,"","Chicken, Chicken Broth, Vegetable Broth, Chicken Liver, Brown Rice, Chicken Meal, Oat Fiber, Salmon Oil (preserved with Mixed Tocopherols), Guar Gum, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Choline Chloride, Minerals (Zinc Sulfate, Zinc Proteinate, Ferrous Sulfate, Iron Proteinate, Manganese Sulfate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Sodium Selenite, Potassium Iodide, Cobalt Proteinate), Potassium Chloride, Salt, Glucosamine, Chondroitin Sulfate, Taurine, Yucca Schidigera Extract, Rosemary Extract.",2024-05-01 19:06:13.207207,
2167,redford naturals,Salmon Recipe,https://catfooddb.com//img/products/redford naturals\/Salmon_Recipe_wet.png,"","Salmon, Fish Broth, Vegetable Broth, Turkey Liver, Brown Rice, Chicken Meal, Guar Gum, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Natural Smoke Flavor, Potassium Chloride, Salt, Choline Chloride, Minerals (Zinc Sulfate, Zinc Proteinate, Ferrous Sulfate, Iron Proteinate, Manganese Sulfate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Sodium Selenite, Potassium Iodide, Cobalt Proteinate), Carrageenan, Taurine, Yucca Schidigera Extract.",2024-05-01 19:06:13.730667,
2296,snappy tom,Naturals Sardine Cutlet With Salmon,https://catfooddb.com//img/products/snappy tom\/Naturals_Sardine_Cutlet_With_Salmon_wet.png,https://www.chewy.com//snappy-tom-naturals-sardine-cutlet/dp/221045,"Sardine, Salmon, Modified Tapioca Starch, Gum, Taurine and Vitamin Supplements, Trace Minerals.Guaranteed Analysis",2024-05-01 19:06:54.025256,
2169,redford naturals,Grain Free Healthy Weight Chicken Recipe (Dry),https://catfooddb.com//img/products/redford naturals\/Grain_Free_Healthy_Weight_Chicken_Recipe_(Dry)_dry.png,"","Chicken, Chicken Meal, Turkey Meal, Dried Peas, Tapioca Starch, Natural Flavor, Chicken Fat, Tomato Pomace, Flaxseed, Fish Meal, Salt, Choline Chloride, Fructooligosaccharide, Vitamin E Supplement, Mixed Tocopherols (a preservative), Taurine, Yucca Schidigera Extract, Zinc Methionine Complex, Zinc Sulfate, Niacin Supplement, Iron Proteinate, Ferrous Sulfate, Vitamin A Supplement, Copper Proteinate, Copper Sulfate, Thiamine Mononitrate, d-Calcium Pantothenate, Manganese Proteinate, Pyridoxine Hydrochloride, Riboflavin Supplement, Sodium Selenite, Vitamin D3 Supplement, Manganous Oxide, Vitamin B12 Supplement, Calcium Iodate, Folic Acid, Biotin, Ethylenediamine Dihydroiodide (source of Iodine), Rosemary Extract.",2024-05-01 19:06:14.582178,
2170,redford naturals,Sensitive Stomach (Dry),https://catfooddb.com//img/products/redford naturals\/Sensitive_Stomach_(Dry)_dry.png,"","Chicken, Chicken Meal, Turkey Meal, Oatmeal, Brown Rice, Chicken Fat, Potato Protein, Tomato Pomace, Natural Flavor, Flaxseed, Salt, Dried Bacillus Coagulans Fermentation Product, Potassium Chloride, Choline Chloride, Fructooligosaccharide, Dried Cranberries, Dried Kelp, Vitamins (Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, d-Calcium Pantothenate, Vitamin A Supplement, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement, Folic Acid), Minerals (Zinc Methionine Complex, Zinc Sulfate, Iron Proteinate, Iron Sulfate, Copper Proteinate, Copper Sulfate, Manganese Proteinate, Manganous Oxide, Sodium Selenite, Calcium Iodate, Ethylenediamine Dihydroiodide), Taurine, Mixed Tocopherols (a preservative), Yucca Schidigera Extract, Rosemary Extract.",2024-05-01 19:06:14.859188,
2171,redford naturals,Salmon Recipe (Dry),https://catfooddb.com//img/products/redford naturals\/Salmon_Recipe_(Dry)_dry.png,"","Salmon, Chicken Meal, Turkey Meal, Brown Rice, Oatmeal, Dried Peas, Chicken Fat, Natural Flavor, Tomato Pomace, Flaxseed, Fish Meal, Salt, Choline Chloride, Fructooligosaccharide, Vitamin E Supplement, Mixed Tocopherols (a preservative), Taurine, Zinc Methionine Complex, Zinc Sulfate, Niacin Supplement, Iron Proteinate, Ferrous Sulfate, Vitamin A Supplement, Copper Proteinate, Copper Sulfate, Thiamine Mononitrate, d-Calcium Pantothenate, Manganese Proteinate, Pyridoxine Hydrochloride, Riboflavin Supplement, Sodium Selenite, Vitamin D3 Supplement, Manganous Oxide, Vitamin B12 Supplement, Calcium Iodate, Folic Acid, Biotin, Ethylenediamine Dihydroidide (source of Iodine), Rosemary Extract.",2024-05-01 19:06:15.182844,
2172,redford naturals,Chicken Recipe (Dry),https://catfooddb.com//img/products/redford naturals\/Chicken_Recipe_(Dry)_dry.png,"","Chicken, Chicken Meal, Turkey Meal, Oatmeal, Pearled Barley, Brown Rice, Chicken Fat, Natural Flavor, Tomato Pomace, Flaxseed, Fish Meal, Salt, Choline Chloride, Fructooligosaccharide, Potassium Chloride, Dried Cranberries, Dried Kelp, Vitamin E Supplement, Mixed Tocopherols (a preservative), Taurine, Yucca Schidigera Extract, Zinc Methionine Complex, Zinc Sulfate, Niacin Supplement, Iron Proteinate, Ferrous Sulfate, Vitamin A Supplement, Copper Proteinate, Copper Sulfate, Thiamine Mononitrate, d-Calcium Pantothenate, Manganese Proteinate, Pyridoxine Hydrochloride, Riboflavin Supplement, Sodium Selenite, Vitamin D3 Supplement, Manganous Oxide, Vitamin B12 Supplement, Calcium Iodate, Folic Acid, Biotin, Ethylenediamine Dihydroiodide (source of Iodine), Rosemary Extract.",2024-05-01 19:06:15.630633,
2173,redford naturals,Grain Free Salmon Recipe (Dry),https://catfooddb.com//img/products/redford naturals\/Grain_Free_Salmon_Recipe_(Dry)_dry.png,"","Salmon, Chicken Meal, Turkey Meal, Tapioca Starch, Dried Peas, Chicken Fat, Natural Flavor, Tomato Pomace, Flaxseed, Fish Meal, Salt, Choline Chloride, Fructooligosaccharide, Vitamin E Supplement, Mixed Tocopherols (a preservative), Taurine, Zinc Methionine Complex, Zinc Sulfate, Niacin Supplement, Iron Proteinate, Ferrous Sulfate, Vitamin A Supplement, Copper Proteinate, Copper Sulfate, Thiamine Mononitrate, d-Calcium Pantothenate, Manganese Proteinate, Pyridoxine Hydrochloride, Riboflavin Supplement, Sodium Selenite, Vitamin D3 Supplement, Manganous Oxide, Vitamin B12 Supplement, Calcium Iodate, Folic Acid, Biotin, Ethylenediamine Dihydroiodide (source of Iodine), Rosemary Extract.",2024-05-01 19:06:15.873407,
2174,redford naturals,Salmon Recipe Kitten Food (Dry),https://catfooddb.com//img/products/redford naturals\/Salmon_Recipe_Kitten_Food_(Dry)_dry.png,"","Salmon, Chicken Meal, Turkey Meal, Brown Rice, Oatmeal, Dried Peas, Chicken Fat, Natural Flavor, Tomato Pomace, Flaxseed, Fish Meal, Salt, Choline Chloride, Fructooligosaccharide, Vitamin E Supplement, Mixed Tocopherols (a preservative), Taurine, Zinc Methionine Complex, Zinc Sulfate, Niacin Supplement, Iron Proteinate, Ferrous Sulfate, Vitamin A Supplement, CopperProteinate, Copper Sulfate, Thiamine Mononitrate, d-Calcium Pantothenate, Manganese Proteinate, Pyridoxine Hydrochloride, Riboflavin Supplement, Sodium Selenite, Vitamin D3 Supplement, Manganous Oxide, Vitamin B12 Supplement, Calcium Iodate, Folic Acid, Biotin, Ethylenediamine Dihydroiodide (source of Iodine), Rosemary Extract.",2024-05-01 19:06:16.199523,
2175,redford naturals,Kitten Chicken Recipe (Dry),https://catfooddb.com//img/products/redford naturals\/Kitten_Chicken_Recipe_(Dry)_dry.png,"","Chicken, Chicken Meal, Turkey Meal, Oatmeal, Pearled Barley, Brown Rice, Chicken Fat, Natural Flavor, Tomato Pomace, Flaxseed, Fish Meal, Salt, Choline Chloride, Fructooligosaccharide, Potassium Chloride, Dried Cranberries, Dried Kelp, Vitamin E Supplement, Mixed Tocopherols (a preservative), Taurine, Yucca Schidigera Extract, Zinc Methionine Complex, Zinc Sulfate, Niacin Supplement, Iron Proteinate, Ferrous Sulfate, Vitamin A Supplement, Copper Proteinate, Copper Sulfate, Thiamine Mononitrate, d-Calcium Pantothenate, Manganese Proteinate, Pyridoxine Hydrochloride, Riboflavin Supplement, Sodium Selenite, Vitamin D3 Supplement, Manganous Oxide, Vitamin B12 Supplement, Calcium Iodate, Folic Acid, Biotin, Ethylenediamine Dihydroiodide (source of Iodine), Rosemary Extract.",2024-05-01 19:06:16.453146,
2176,redford naturals,Kitten Salmon Recipe,https://catfooddb.com//img/products/redford naturals\/Kitten_Salmon_Recipe_wet.png,"","Salmon, Fish Broth, Vegetable Broth, Turkey Liver, Brown Rice, Chicken Meal, Guar Gum, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, Vitamin A Supplement, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Natural Smoke Flavor, Potassium Chloride, Salt, Choline Chloride, Minerals (Zinc Sulfate, Zinc Proteinate, Ferrous Sulfate, Iron Proteinate, Manganese Sulfate, Copper Sulfate, Manganese Proteinate, Copper Proteinate, Sodium Selenite, Potassium Iodide, Cobalt Proteinate), Carrageenan, Taurine, Yucca Schidigera Extract.",2024-05-01 19:06:16.838642,
2240,sheba,Premium Paté Gourmet Chicken & Tuna Entrée,https://catfooddb.com//img/products/sheba\/sheba8.png,https://www.chewy.com/sheba-perfect-portions-grain-free/dp/115574,"Chicken, Water, Poultry By-Products, Chicken Broth, Tuna, Guar Gum, Potassium Chloride, Sodium Tripolyphosphate, Fish Oil, Calcium Carbonate, Choline Chloride, Magnesium Sulfate, Tapioca Starch, DL-Methionine, Taurine, Salt, Thiamine Mononitrate, Vitamin E Supplement, Zinc Sulfate, Ferrous Sulfate, lron Oxide Color, Manganese Sulfate, Copper Sulfate, Pyridoxine Hydrochloride, Potassium lodide, Vitamin D3 Supplement, Folic Acid, Menadione Sodium Bisulfite Complex",2024-05-01 19:06:37.130337,
2177,regal,Adult Cat,https://catfooddb.com//img/products/regal\/adult-cat.png,https://www.chewy.com/regal-pet-foods-adult-cat-recipe/dp/342766,"Chicken Meal, Brown Rice, Sorghum, Millet, Chicken Fat (Preserved with Mixed Tocopherols), Whitefish Meal, Dried Eggs, Pea Protein, Natural Flavor, Brewers Dried Yeast, Dried Beet Pulp, Herring Meal, Whole Ground Flaxseed, Menhaden Fish Oil (Preserved with Mixed Tocopherols), Lecithin, Potassium Chloride, DL-Methionine, L-Lysine, Choline Chloride, Dried Cranberries, Dried Blueberries, Taurine, Salt, Monosodium Phosphate, Turmeric Powder, Dried Carrots, Dried Spinach, Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Ascorbic Acid, Biotin, Dried Seaweed Meal, d-Calcium Pantothenate, Vitamin B12 Supplement, Vitamin A Acetate, Vitamin D3 Supplement, Citric Acid, Folic Acid, Ferrous Sulfate, Zinc Sulfate, Zinc Proteinate, Iron Proteinate, Copper Sulfate, Zinc Oxide, Manganese Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Sodium Selenite, Calcium Iodate, Lactobacillus acidophilus Fermentation Product Dehydrated",2024-05-01 19:06:17.113512,
2178,regal,Lean Cat,https://catfooddb.com//img/products/regal\/leancat.png,https://www.chewy.com/regal-pet-foods-lean-recipe-dry-cat/dp/342774,"Chicken Meal, Brown Rice, Sorghum, Millet, Oatmeal, Whitefish Meal, Dried Eggs, Natural Flavor, Menhaden Fish Meal, Brewers Dried Yeast, Chicken Fat (Preserved with Mixed Tocopherols), Dried Beet Pulp, Pea Protein, Shrimp Meal, Whole Ground Flaxseed, Menhaden Fish Oil (Preserved with Mixed Tocopherols), Potassium Chloride, L-Lysine, DL-Methionine, Lecithin, Salt, Taurine, Dried Cranberries, Dried Blueberries, Turmeric Powder, Dried Carrots, Dried Spinach, Ascorbic Acid, Vitamin E Supplement, Niacin Supplement, Dried Seaweed Meal, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, d-Calcium Pantothenate, Vitamin B12 Supplement, Vitamin A Acetate, Vitamin D3 Supplement, Citric Acid, Folic Acid, Ferrous Sulfate, Zinc Sulfate, Zinc Proteinate, Iron Proteinate, Copper Sulfate, Zinc Oxide, Manganese Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Sodium Selenite, Calcium Iodate, Lactobacillus acidophilus Fermentation Product Dehydrated",2024-05-01 19:06:17.445208,
2179,regal,Indoor Cat,https://catfooddb.com//img/products/regal\/indoor.png,https://www.chewy.com/regal-pet-foods-indoor-cat-recipe-dry/dp/342767,"Chicken Meal, Sorghum, Brown Rice, Dried Beet Pulp, Chicken Fat (Preserved with Mixed Tocopherols), Cellulose, Herring Meal, Dried Eggs, Whitefish Meal, Brewers Dried Yeast, Natural Chicken Flavor, Menhaden Fish Oil, Pea Protein, Lecithin, Dried Kelp Meal, Salt, Choline Chloride, DL Methionine, L-Lysine, Calcium Carbonate, Taurine, Dried Cranberry, Vitamin E Supplement, Niacin Supplement, Biotin, Thiamine Mononitrate, Pyridoxine Hydrochloride, Vitamin A Acetate, Riboflavin Supplement, d-Calcium Pantothenate, Vitamin B12 Supplement, Citric Acid, Vitamin D3 Supplement, Folic Acid, Potassium Chloride, Ferrous Sulfate, Zinc Sulfate, Zinc Proteinate, Iron Proteinate, Zinc Oxide, Copper Sulfate, Manganese Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Sodium Selenite, Calcium Iodate",2024-05-01 19:06:17.867593,
2180,regal,Kitten,https://catfooddb.com//img/products/regal\/kitten.png,https://www.chewy.com/regal-pet-foods-kitten-recipe-dry-cat/dp/342771,"Chicken Meal, Brown Rice, Chicken Fat (Preserved with Mixed Tocopherols), Millet, Dried Eggs, Whitefish Meal, Dried Beet Pulp, Natural Flavor, Pea Protein, Brewers Dried Yeast, Herring Meal, Whole Ground Flaxseed, Lecithin, Menhaden Fish Oil (Preserved with Mixed Tocopherols), DL-Methionine, Potassium Chloride, L-Lysine, Yucca Schidigera Extract, Dried Cranberries, Dried Blueberries, Taurine, Turmeric Powder, Dried Carrots, Dried Spinach, Ascorbic Acid, Vitamin E Supplement, Niacin Supplement, Dried Seaweed Meal, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, d-Calcium Pantothenate, Vitamin B12 Supplement, Vitamin A Acetate, Vitamin D3 Supplement, Citric Acid, Folic Acid, Ferrous Sulfate, Zinc Sulfate, Zinc Proteinate, Iron Proteinate, Copper Sulfate, Zinc Oxide, Manganese Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Sodium Selenite, Calcium Iodate, Lactobacillus acidophilus Fermentation Product Dehydrated",2024-05-01 19:06:18.16392,
2181,reveal,Complete and Balanced Chicken Recipe,https://catfooddb.com//img/products/reveal\/chicken.png,"","Chicken, Chicken Meal, Peas, Lentils, Chicken Fat (Preserved with Mixed Tocopherols), Chickpeas, Natural Flavor, Flaxseed, Potassium Chloride, Taurine, Salt, Vitamins (Vitamin A Supplement, Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Calcium Pantothenate, Riboflavin Supplement, Biotin Supplement, Vitamin B12 Supplement, Vitamin D3, Folic Acid), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Choline Chloride, Rosemary Extract",2024-05-01 19:06:18.403132,
